loan_id,application_date,income_at_application,debt_ratio_at_application,credit_history_months_at_application,age_at_application,prev_loans_at_application,loan_amount_at_application,occupation_at_application,collection_calls,account_status,days_since_last_payment,defaulted
L-29212,2024-06-07,35491.94,0.557,158,23,2,50000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,15,0
L-29253,2024-06-07,44372.47,0.247,34,31,6,500000.00,ข้าราชการ,1,ปกติ,4,0
L-29410,2024-06-07,12650.72,0.164,37,59,2,200000.00,พนักงานประจำ,1,ปกติ,18,0
L-30579,2024-06-07,48892.50,0.465,14,38,0,200000.00,ธุรกิจส่วนตัว,0,ปกติ,6,0
L-31469,2024-06-07,13085.99,0.486,236,31,3,50000.00,ข้าราชการ,1,ปกติ,29,0
L-31836,2024-06-07,20322.37,0.485,143,51,5,150000.00,พนักงานประจำ,2,ปกติ,8,0
L-20038,2024-06-08,34431.08,0.02,43,54,3,150000.00,ข้าราชการ,0,ปกติ,21,0
L-20335,2024-06-08,25538.57,0.391,20,39,1,500000.00,ข้าราชการ,1,ปกติ,4,0
L-20411,2024-06-08,35689.98,0.276,138,27,0,50000.00,พนักงานประจำ,2,ปกติ,11,0
L-26038,2024-06-08,36597.29,0.424,118,30,2,500000.00,อาชีพอิสระ,2,ปกติ,9,0
L-26446,2024-06-08,27272.50,0.034,34,59,2,150000.00,ข้าราชการ,0,ปกติ,3,0
L-26729,2024-06-08,36880.15,0.266,33,53,4,150000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,7,0
L-27420,2024-06-08,32834.73,0.156,20,30,0,500000.00,อาชีพอิสระ,1,ปกติ,6,0
L-27478,2024-06-08,27255.96,0.224,97,65,3,500000.00,ข้าราชการ,5,ค้างชำระ,74,1
L-30956,2024-06-08,15212.49,0.296,232,48,0,500000.00,อาชีพอิสระ,0,ปกติ,9,0
L-21812,2024-06-09,25436.72,0.294,81,27,4,500000.00,ธุรกิจส่วนตัว,8,ค้างชำระ,115,1
L-22505,2024-06-09,33017.65,0.306,233,59,5,150000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,12,0
L-22735,2024-06-09,35860.49,0.104,60,26,2,300000.00,พนักงานประจำ,0,ปกติ,2,0
L-22913,2024-06-09,19224.09,0.169,97,32,1,300000.00,อาชีพอิสระ,0,ปกติ,16,0
L-23381,2024-06-09,46491.95,0.228,129,53,6,300000.00,พนักงานประจำ,3,ค้างชำระ,161,1
L-25091,2024-06-09,14660.62,0.214,21,44,2,500000.00,ธุรกิจส่วนตัว,0,ปกติ,14,0
L-26029,2024-06-09,38503.46,0.779,183,56,0,100000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,18,0
L-27347,2024-06-09,33320.60,0.561,161,51,0,150000.00,พนักงานประจำ,2,ปกติ,19,0
L-27571,2024-06-09,41738.66,0.282,132,62,1,300000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,22,0
L-27861,2024-06-09,36679.55,0.244,173,50,1,100000.00,ธุรกิจส่วนตัว,2,ปกติ,3,0
L-27932,2024-06-09,26807.95,0.334,36,42,3,150000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,18,0
L-29226,2024-06-09,36899.93,0.755,33,24,0,200000.00,ข้าราชการ,0,ปกติ,3,0
L-29783,2024-06-09,37949.82,0.168,126,38,6,50000.00,พนักงานประจำ,2,ปกติ,17,0
L-29877,2024-06-09,39643.78,0.546,176,42,2,300000.00,ธุรกิจส่วนตัว,2,ปกติ,8,0
L-30087,2024-06-09,30913.14,0.505,194,40,4,500000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,4,0
L-30107,2024-06-09,21944.62,0.255,205,56,2,300000.00,ธุรกิจส่วนตัว,1,ปกติ,2,0
L-31314,2024-06-09,41757.54,0.529,194,51,0,300000.00,อาชีพอิสระ,0,ปกติ,16,0
L-22586,2024-06-10,14732.45,0.02,184,38,3,100000.00,ข้าราชการ,0,ปกติ,19,0
L-24792,2024-06-10,19899.83,0.57,119,24,4,50000.00,ข้าราชการ,7,ค้างชำระ,131,1
L-24844,2024-06-10,19752.63,0.49,213,32,0,500000.00,ธุรกิจส่วนตัว,1,ปกติ,0,0
L-25926,2024-06-10,19925.73,0.453,119,24,5,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,8,0
L-26329,2024-06-10,14413.45,0.393,88,40,2,200000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,4,0
L-26810,2024-06-10,16816.92,0.32,52,44,4,200000.00,พนักงานประจำ,0,ปกติ,17,0
L-27135,2024-06-10,31089.03,0.162,42,46,6,50000.00,ข้าราชการ,1,ปกติ,5,0
L-27872,2024-06-10,38328.62,0.311,34,29,1,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,21,0
L-29912,2024-06-10,43542.19,0.67,211,57,3,50000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,7,0
L-31632,2024-06-10,25155.11,0.585,208,29,1,500000.00,อาชีพอิสระ,0,ปกติ,2,0
L-20266,2024-06-11,32242.21,0.289,96,21,1,50000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,17,0
L-23800,2024-06-11,37999.45,0.757,19,42,1,200000.00,พนักงานประจำ,2,ปกติ,30,0
L-24417,2024-06-11,32800.08,0.02,152,25,0,300000.00,ธุรกิจส่วนตัว,1,ปกติ,23,0
L-24491,2024-06-11,19642.05,0.246,63,38,3,500000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,22,0
L-29668,2024-06-11,42186.61,0.465,8,47,0,200000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,140,1
L-30565,2024-06-11,10869.18,0.376,131,48,0,50000.00,อาชีพอิสระ,2,ปกติ,7,0
L-31707,2024-06-11,47164.45,0.348,92,51,2,50000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,23,0
L-21563,2024-06-12,38334.77,0.313,80,52,0,200000.00,ธุรกิจส่วนตัว,1,ปกติ,3,0
L-23250,2024-06-12,29679.77,0.392,93,63,6,200000.00,อาชีพอิสระ,2,ปกติ,14,0
L-24078,2024-06-12,9000.00,0.467,225,22,4,50000.00,อาชีพอิสระ,2,ปกติ,9,0
L-26191,2024-06-12,30591.50,0.408,50,54,0,200000.00,ข้าราชการ,2,ปกติ,5,0
L-29368,2024-06-12,12765.17,0.376,6,26,3,100000.00,ข้าราชการ,1,ปกติ,1,0
L-20315,2024-06-13,15808.63,0.329,51,26,0,100000.00,ธุรกิจส่วนตัว,0,ปกติ,28,0
L-20418,2024-06-13,36900.72,0.566,96,56,2,100000.00,พนักงานประจำ,1,ปกติ,8,0
L-21495,2024-06-13,14645.72,0.342,239,27,2,100000.00,อาชีพอิสระ,0,ปกติ,24,0
L-22241,2024-06-13,38361.59,0.381,110,24,5,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,8,0
L-24319,2024-06-13,41027.81,0.47,221,55,2,500000.00,ธุรกิจส่วนตัว,2,ปกติ,11,0
L-24508,2024-06-13,38839.78,0.547,21,43,6,50000.00,ข้าราชการ,0,ปกติ,23,0
L-24745,2024-06-13,25632.00,0.311,145,34,2,150000.00,ธุรกิจส่วนตัว,4,ค้างชำระ,123,1
L-25828,2024-06-13,67160.69,0.182,179,23,1,200000.00,ธุรกิจส่วนตัว,2,ปกติ,5,0
L-27029,2024-06-13,44090.39,0.454,224,34,2,50000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,7,0
L-27998,2024-06-13,50601.12,0.652,18,44,4,300000.00,อาชีพอิสระ,2,ปกติ,30,0
L-28094,2024-06-13,38096.68,0.45,111,50,1,200000.00,อาชีพอิสระ,2,ปกติ,16,0
L-28179,2024-06-13,18415.93,0.71,185,21,5,500000.00,อาชีพอิสระ,5,ค้างชำระ,119,1
L-28467,2024-06-13,33559.92,0.115,238,27,4,50000.00,อาชีพอิสระ,0,ปกติ,9,0
L-29050,2024-06-13,41680.35,0.511,213,64,5,500000.00,ข้าราชการ,0,ปกติ,10,0
L-29152,2024-06-13,50252.94,0.57,199,30,5,50000.00,ข้าราชการ,2,ปกติ,16,0
L-29985,2024-06-13,27037.59,0.468,28,47,3,500000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,21,0
L-30194,2024-06-13,31407.15,0.576,111,47,1,500000.00,พนักงานประจำ,2,ปกติ,14,0
L-30315,2024-06-13,36713.18,0.333,240,44,3,200000.00,ข้าราชการ,0,ปกติ,16,0
L-30595,2024-06-13,56441.93,0.39,115,28,1,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,5,0
L-30882,2024-06-13,26693.29,0.329,146,59,6,500000.00,ข้าราชการ,1,ปกติ,13,0
L-31306,2024-06-13,47182.10,0.758,16,36,4,150000.00,อาชีพอิสระ,7,ค้างชำระ,48,1
L-31386,2024-06-13,11399.51,0.251,104,22,0,300000.00,ข้าราชการ,2,ปกติ,20,0
L-31421,2024-06-13,9000.00,0.448,229,50,2,100000.00,ข้าราชการ,2,ปกติ,7,0
L-25846,2024-06-14,53213.26,0.302,58,43,6,200000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,3,0
L-26654,2024-06-14,56236.77,0.02,73,26,2,200000.00,ธุรกิจส่วนตัว,1,ปกติ,23,0
L-27485,2024-06-14,33624.38,0.184,52,61,5,50000.00,ธุรกิจส่วนตัว,1,ปกติ,26,0
L-27486,2024-06-14,16588.18,0.103,164,54,5,200000.00,ธุรกิจส่วนตัว,1,ปกติ,24,0
L-28472,2024-06-14,18105.37,0.33,66,45,4,50000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,6,0
L-30165,2024-06-14,26408.36,0.037,70,23,0,500000.00,อาชีพอิสระ,2,ปกติ,16,0
L-30302,2024-06-14,55909.56,0.32,160,65,5,300000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,14,0
L-23059,2024-06-15,27158.78,0.045,64,62,5,300000.00,ธุรกิจส่วนตัว,0,ปกติ,3,0
L-24191,2024-06-15,38418.25,0.529,142,44,6,200000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,0,0
L-25349,2024-06-15,25732.29,0.254,147,30,4,50000.00,ธุรกิจส่วนตัว,1,ปกติ,3,0
L-25360,2024-06-15,46849.39,0.201,187,39,0,500000.00,ข้าราชการ,1,ปกติ,27,0
L-28533,2024-06-15,33441.75,0.339,70,27,0,150000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,14,0
L-29718,2024-06-15,30034.45,0.586,43,37,6,500000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,11,0
L-29721,2024-06-15,31110.32,0.632,200,36,1,200000.00,พนักงานประจำ,0,ปกติ,9,0
L-30245,2024-06-15,29526.98,0.488,141,35,4,100000.00,อาชีพอิสระ,1,ปกติ,13,0
L-31982,2024-06-15,63228.12,0.164,22,59,2,100000.00,อาชีพอิสระ,1,ปกติ,21,0
L-20569,2024-06-16,20679.34,0.478,186,34,3,500000.00,ข้าราชการ,0,ปกติ,28,0
L-21011,2024-06-16,10353.54,0.58,145,50,6,300000.00,อาชีพอิสระ,10,ค้างชำระ,144,1
L-21808,2024-06-16,15078.89,0.602,12,34,5,300000.00,พนักงานประจำ,2,ปกติ,4,0
L-22306,2024-06-16,43022.39,0.121,164,27,2,150000.00,ข้าราชการ,2,ปกติ,8,0
L-23794,2024-06-16,47620.38,0.291,157,36,6,50000.00,พนักงานประจำ,0,ปกติ,16,0
L-24530,2024-06-16,40045.96,0.216,238,30,0,100000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,5,0
L-24948,2024-06-16,28646.06,0.245,82,49,3,50000.00,ธุรกิจส่วนตัว,0,ปกติ,1,0
L-25995,2024-06-16,20058.54,0.299,140,31,1,50000.00,ข้าราชการ,1,ปกติ,8,0
L-26123,2024-06-16,18295.20,0.273,60,64,4,150000.00,อาชีพอิสระ,2,ปกติ,25,0
L-26567,2024-06-16,34281.51,0.617,185,52,1,100000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,22,0
L-26811,2024-06-16,43382.97,0.408,196,48,6,500000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,18,0
L-27405,2024-06-16,30237.10,0.332,223,28,0,200000.00,อาชีพอิสระ,1,ปกติ,16,0
L-27740,2024-06-16,56467.98,0.478,52,57,4,500000.00,ข้าราชการ,1,ปกติ,20,0
L-28029,2024-06-16,10626.66,0.464,150,47,4,100000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,2,0
L-29222,2024-06-16,44202.24,0.356,164,28,0,500000.00,อาชีพอิสระ,2,ปกติ,29,0
L-29740,2024-06-16,42502.07,0.154,239,46,4,200000.00,พนักงานประจำ,1,ปกติ,18,0
L-31389,2024-06-16,32721.89,0.281,88,30,2,500000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,14,0
L-20052,2024-06-17,24679.76,0.346,98,57,0,500000.00,ธุรกิจส่วนตัว,2,ปกติ,22,0
L-20095,2024-06-17,17176.22,0.396,50,53,0,300000.00,ข้าราชการ,2,ปกติ,10,0
L-20739,2024-06-17,32412.20,0.194,107,28,4,50000.00,ข้าราชการ,2,ปกติ,8,0
L-22437,2024-06-17,42820.52,0.02,169,25,1,100000.00,อาชีพอิสระ,0,ปกติ,23,0
L-23791,2024-06-17,35397.97,0.117,15,40,1,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,29,0
L-24817,2024-06-17,35732.65,0.486,114,22,5,50000.00,ข้าราชการ,0,ปกติ,16,0
L-25837,2024-06-17,21778.11,0.201,53,58,3,50000.00,อาชีพอิสระ,2,ปกติ,29,0
L-25900,2024-06-17,24236.54,0.476,70,32,4,500000.00,อาชีพอิสระ,1,ปกติ,21,0
L-26190,2024-06-17,21380.86,0.676,71,41,2,500000.00,อาชีพอิสระ,8,ค้างชำระ,106,1
L-26285,2024-06-17,15849.77,0.376,160,39,1,200000.00,อาชีพอิสระ,0,ปกติ,9,0
L-26679,2024-06-17,36959.46,0.397,158,27,4,100000.00,พนักงานประจำ,1,ปกติ,19,0
L-26687,2024-06-17,16345.07,0.532,157,60,3,200000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,18,0
L-28014,2024-06-17,20979.85,0.382,165,34,6,100000.00,อาชีพอิสระ,2,ปกติ,7,0
L-30564,2024-06-17,9000.00,0.603,234,59,3,500000.00,ข้าราชการ,0,ปกติ,16,0
L-21304,2024-06-18,51907.96,0.078,32,64,5,150000.00,ข้าราชการ,1,ปกติ,15,0
L-23418,2024-06-18,38089.82,0.314,62,42,2,500000.00,ข้าราชการ,0,ปกติ,17,0
L-23699,2024-06-18,9587.93,0.706,88,30,4,200000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,11,0
L-23959,2024-06-18,40282.37,0.437,176,51,4,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,17,0
L-24312,2024-06-18,23537.79,0.02,218,65,3,500000.00,อาชีพอิสระ,2,ปกติ,20,0
L-24357,2024-06-18,27837.95,0.364,16,33,3,100000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,28,0
L-24456,2024-06-18,32917.75,0.415,12,57,0,50000.00,อาชีพอิสระ,0,ปกติ,9,0
L-26002,2024-06-18,54240.94,0.276,22,50,2,100000.00,ธุรกิจส่วนตัว,0,ปกติ,11,0
L-29664,2024-06-18,34920.19,0.417,4,30,5,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,30,0
L-31537,2024-06-18,16276.07,0.28,178,45,2,150000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,18,0
L-31805,2024-06-18,55079.14,0.527,70,35,5,300000.00,ข้าราชการ,0,ปกติ,14,0
L-25525,2024-06-19,23578.72,0.714,152,65,1,200000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,164,1
L-25598,2024-06-19,31759.18,0.527,213,52,3,100000.00,อาชีพอิสระ,0,ปกติ,11,0
L-27635,2024-06-19,49531.24,0.435,89,31,4,500000.00,พนักงานประจำ,11,ค้างชำระ,77,1
L-27838,2024-06-19,37557.74,0.361,180,23,5,50000.00,พนักงานประจำ,11,ค้างชำระ,170,1
L-28513,2024-06-19,50296.21,0.02,52,60,2,200000.00,อาชีพอิสระ,0,ปกติ,27,0
L-28855,2024-06-19,20731.62,0.48,236,40,2,100000.00,พนักงานประจำ,0,ปกติ,8,0
L-29163,2024-06-19,26265.99,0.45,74,47,6,150000.00,ข้าราชการ,2,ปกติ,4,0
L-30469,2024-06-19,19361.80,0.928,73,25,2,100000.00,พนักงานประจำ,0,ปกติ,19,0
L-31528,2024-06-19,26956.04,0.583,16,59,2,150000.00,ข้าราชการ,2,ปกติ,4,0
L-20891,2024-06-20,47757.21,0.489,148,35,3,300000.00,ข้าราชการ,0,ปกติ,3,0
L-23344,2024-06-20,31279.38,0.25,114,23,0,200000.00,พนักงานประจำ,0,ปกติ,10,0
L-23551,2024-06-20,9000.00,0.293,95,42,1,100000.00,ข้าราชการ,0,ปกติ,5,0
L-23622,2024-06-20,24023.99,0.307,120,30,1,300000.00,พนักงานประจำ,2,ปกติ,28,0
L-24262,2024-06-20,45127.94,0.475,143,38,0,500000.00,พนักงานประจำ,1,ปกติ,20,0
L-25662,2024-06-20,53965.26,0.479,187,56,1,500000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,14,0
L-26409,2024-06-20,31750.79,0.385,68,39,4,500000.00,พนักงานประจำ,3,ค้างชำระ,52,1
L-29497,2024-06-20,47412.32,0.047,79,62,5,150000.00,ธุรกิจส่วนตัว,2,ปกติ,1,0
L-29778,2024-06-20,48832.16,0.329,206,33,4,500000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,18,0
L-30079,2024-06-20,9000.00,0.421,38,31,6,500000.00,พนักงานประจำ,2,ปกติ,28,0
L-31238,2024-06-20,25459.09,0.454,190,65,2,500000.00,ธุรกิจส่วนตัว,0,ปกติ,26,0
L-20700,2024-06-21,21449.23,0.221,191,26,1,150000.00,ข้าราชการ,1,ปกติ,17,0
L-21178,2024-06-21,47853.10,0.345,147,54,3,500000.00,ธุรกิจส่วนตัว,8,ค้างชำระ,164,1
L-22262,2024-06-21,56346.63,0.424,139,50,6,300000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,110,1
L-23716,2024-06-21,48188.47,0.611,174,25,3,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,20,0
L-24316,2024-06-21,33391.05,0.296,93,28,2,50000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,13,0
